Year,Format,Country,From,Score_type,Score,N_score
2013,Final,Greece,Hungary,Combined,1,1.0
2013,Final,Greece,Latvia,Combined,1,1.0
2013,Final,Greece,Netherlands,Combined,1,1.0
2013,Final,Ukraine,Azerbaijan,Combined,12,12.0
2013,Final,Ukraine,Belarus,Combined,12,12.0
2013,Final,Ukraine,Croatia,Combined,12,12.0
2013,Final,Ukraine,Moldova,Combined,12,12.0
2013,Final,Ukraine,Armenia,Combined,12,12.0
2013,Final,Ukraine,Malta,Combined,10,10.0
2013,Final,Ukraine,Cyprus,Combined,10,10.0
2013,Final,Ukraine,Israel,Combined,10,10.0
2013,Final,Ukraine,Bulgaria,Combined,10,10.0
2013,Final,Ukraine,Spain,Combined,10,10.0
2013,Final,Ukraine,Estonia,Combined,10,10.0
2013,Final,Ukraine,Serbia,Combined,10,10.0
2013,Final,Ukraine,Lithuania,Combined,10,10.0
2013,Final,Ukraine,Belgium,Combined,8,8.0
2013,Final,Ukraine,Greece,Combined,8,8.0
2013,Final,Ukraine,Ireland,Combined,8,8.0
2013,Final,Ukraine,Georgia,Combined,8,8.0
2013,Final,Ukraine,Hungary,Combined,7,7.0
2013,Final,Ukraine,Latvia,Combined,7,7.0
2013,Final,Ukraine,Netherlands,Combined,5,5.0
2013,Final,Ukraine,Italy,Combined,5,5.0
2013,Final,Ukraine,United Kingdom,Combined,5,5.0
2013,Final,Ukraine,Romania,Combined,4,4.0
2013,Final,Ukraine,Iceland,Combined,3,3.0
2013,Final,Ukraine,Denmark,Combined,3,3.0
2013,Final,Ukraine,Russia,Combined,1,1.0
2013,Final,Ukraine,Norway,Combined,1,1.0
2013,Final,Ukraine,Austria,Combined,1,1.0
2013,Final,Italy,Spain,Combined,12,12.0
2013,Final,Italy,Albania,Combined,12,12.0
2013,Final,Italy,Switzerland,Combined,12,12.0
2013,Final,Italy,North Macedonia,Combined,10,10.0
2013,Final,Italy,France,Combined,10,10.0
2013,Final,Italy,Austria,Combined,10,10.0
2013,Final,Italy,Slovenia,Combined,8,8.0
2013,Final,Italy,Croatia,Combined,8,8.0
2013,Final,Italy,Malta,Combined,8,8.0
2013,Final,Italy,Cyprus,Combined,6,6.0
2013,Final,Italy,Montenegro,Combined,6,6.0
2013,Final,Italy,Greece,Combined,6,6.0
2013,Final,Italy,Belgium,Combined,6,6.0
2013,Final,Italy,Serbia,Combined,4,4.0
2013,Final,Italy,San Marino,Combined,4,4.0
2013,Final,Italy,Georgia,Combined,2,2.0
2013,Final,Italy,Romania,Combined,1,1.0
2013,Final,Italy,Armenia,Combined,1,1.0
2013,Final,Norway,Sweden,Combined,12,12.0
2013,Final,Norway,Finland,Combined,12,12.0
2013,Final,Norway,Denmark,Combined,12,12.0
2013,Final,Norway,Iceland,Combined,10,10.0
2013,Final,Norway,Latvia,Combined,8,8.0
2013,Final,Norway,Romania,Combined,8,8.0
2013,Final,Norway,Italy,Combined,8,8.0
2013,Final,Norway,North Macedonia,Combined,8,8.0
2013,Final,Norway,Serbia,Combined,7,7.0
2013,Final,Norway,Russia,Combined,7,7.0
2013,Final,Norway,San Marino,Combined,7,7.0
2013,Final,Norway,Germany,Combined,7,7.0
2013,Final,Norway,Switzerland,Combined,7,7.0
2013,Final,Norway,Belgium,Combined,7,7.0
2013,Final,Norway,Netherlands,Combined,6,6.0
2013,Final,Norway,Lithuania,Combined,6,6.0
2013,Final,Norway,Israel,Combined,6,6.0
2013,Final,Norway,Spain,Combined,5,5.0
2013,Final,Norway,Slovenia,Combined,5,5.0
2013,Final,Norway,Cyprus,Combined,4,4.0
2013,Final,Norway,Georgia,Combined,4,4.0
2013,Final,Norway,Montenegro,Combined,4,4.0
2013,Final,Norway,Greece,Combined,4,4.0
2013,Final,Norway,Armenia,Combined,3,3.0
2013,Final,Norway,Malta,Combined,3,3.0
2013,Final,Norway,Ukraine,Combined,3,3.0
2013,Final,Norway,Croatia,Combined,3,3.0
2013,Final,Norway,Estonia,Combined,3,3.0
2013,Final,Norway,Belarus,Combined,3,3.0
2013,Final,Norway,Azerbaijan,Combined,2,2.0
2013,Final,Norway,Albania,Combined,2,2.0
2013,Final,Norway,Hungary,Combined,2,2.0
2013,Final,Norway,Moldova,Combined,2,2.0
2013,Final,Norway,Bulgaria,Combined,1,1.0
2013,Final,Georgia,Azerbaijan,Combined,10,10.0
2013,Final,Georgia,Armenia,Combined,10,10.0
2013,Final,Georgia,Lithuania,Combined,8,8.0
2013,Final,Georgia,Ukraine,Combined,7,7.0
2013,Final,Georgia,Greece,Combined,5,5.0
2013,Final,Georgia,Russia,Combined,5,5.0
2013,Final,Georgia,Moldova,Combined,3,3.0
2013,Final,Georgia,Montenegro,Combined,2,2.0
2013,Final,Ireland,Cyprus,Combined,2,2.0
2013,Final,Ireland,Sweden,Combined,2,2.0
2013,Final,Ireland,United Kingdom,Combined,1,1.0
2014,Semi-Final,Armenia,Netherlands,Combined,12,12.0
2014,Semi-Final,Armenia,France,Combined,12,12.0
2014,Semi-Final,Armenia,Russia,Combined,12,12.0
2014,Semi-Final,Armenia,Ukraine,Combined,12,12.0
2014,Semi-Final,Armenia,Montenegro,Jury,10,10.0
2014,Semi-Final,Armenia,San Marino,Jury,10,10.0
2014,Semi-Final,Armenia,Sweden,Combined,8,8.0
2014,Semi-Final,Armenia,Hungary,Combined,8,8.0
2014,Semi-Final,Armenia,Spain,Combined,6,6.0
2014,Semi-Final,Armenia,Latvia,Combined,6,6.0
2014,Semi-Final,Armenia,Albania,Jury,5,5.0
2014,Semi-Final,Armenia,Denmark,Combined,5,5.0
2014,Semi-Final,Armenia,Estonia,Combined,5,5.0
2014,Semi-Final,Armenia,Portugal,Combined,4,4.0
2014,Semi-Final,Armenia,Belgium,Combined,3,3.0
2014,Semi-Final,Armenia,Iceland,Combined,3,3.0
2014,Semi-Final,Latvia,Azerbaijan,Combined,7,7.0
2014,Semi-Final,Latvia,Estonia,Combined,6,6.0
2014,Semi-Final,Latvia,Iceland,Combined,6,6.0
2014,Semi-Final,Latvia,Belgium,Combined,5,5.0
2014,Semi-Final,Latvia,Portugal,Combined,3,3.0
2014,Semi-Final,Latvia,Hungary,Combined,2,2.0
2014,Semi-Final,Latvia,San Marino,Jury,2,2.0
2014,Semi-Final,Latvia,Sweden,Combined,1,1.0
2014,Semi-Final,Latvia,Denmark,Combined,1,1.0
2014,Semi-Final,Estonia,Latvia,Combined,10,10.0
2014,Semi-Final,Estonia,Iceland,Combined,5,5.0
2014,Semi-Final,Estonia,Sweden,Combined,5,5.0
2014,Semi-Final,Estonia,Azerbaijan,Combined,5,5.0
2014,Semi-Final,Estonia,Armenia,Combined,5,5.0
2014,Semi-Final,Estonia,France,Combined,4,4.0
2014,Semi-Final,Estonia,Spain,Combined,2,2.0
2014,Semi-Final,Sweden,Spain,Combined,12,12.0
2014,Semi-Final,Sweden,Moldova,Jury,10,10.0
2014,Semi-Final,Sweden,Denmark,Combined,10,10.0
2014,Semi-Final,Sweden,Hungary,Combined,10,10.0
2014,Semi-Final,Sweden,Ukraine,Combined,10,10.0
2014,Semi-Final,Sweden,Iceland,Combined,10,10.0
2014,Semi-Final,Sweden,Belgium,Combined,8,8.0
2014,Semi-Final,Sweden,Netherlands,Combined,8,8.0
2014,Semi-Final,Sweden,Portugal,Combined,8,8.0
2014,Semi-Final,Sweden,Latvia,Combined,8,8.0
2014,Semi-Final,Sweden,Estonia,Combined,7,7.0
2014,Semi-Final,Sweden,Russia,Combined,6,6.0
2014,Semi-Final,Sweden,France,Combined,6,6.0
2014,Semi-Final,Sweden,Albania,Jury,6,6.0
2014,Semi-Final,Sweden,Montenegro,Jury,5,5.0
2014,Semi-Final,Sweden,Armenia,Combined,4,4.0
2014,Semi-Final,Sweden,San Marino,Jury,3,3.0
2014,Semi-Final,Iceland,France,Combined,8,8.0
2014,Semi-Final,Iceland,Denmark,Combined,8,8.0
2014,Semi-Final,Iceland,San Marino,Jury,7,7.0
2014,Semi-Final,Iceland,Netherlands,Combined,7,7.0
2014,Semi-Final,Iceland,Sweden,Combined,7,7.0
2014,Semi-Final,Iceland,Hungary,Combined,6,6.0
2014,Semi-Final,Iceland,Latvia,Combined,5,5.0
2014,Semi-Final,Iceland,Belgium,Combined,4,4.0
2014,Semi-Final,Iceland,Ukraine,Combined,3,3.0
2014,Semi-Final,Iceland,Spain,Combined,3,3.0
2014,Semi-Final,Iceland,Estonia,Combined,2,2.0
2014,Semi-Final,Iceland,Portugal,Combined,1,1.0
2014,Semi-Final,Albania,Montenegro,Jury,12,12.0
2014,Semi-Final,Albania,San Marino,Jury,5,5.0
2014,Semi-Final,Albania,Denmark,Combined,2,2.0
2014,Semi-Final,Albania,Belgium,Combined,2,2.0
2014,Semi-Final,Albania,Netherlands,Combined,1,1.0
2014,Semi-Final,Russia,Moldova,Jury,12,12.0
2014,Semi-Final,Russia,Azerbaijan,Combined,10,10.0
2014,Semi-Final,Russia,Armenia,Combined,7,7.0
2014,Semi-Final,Russia,Ukraine,Combined,6,6.0
2014,Semi-Final,Russia,Hungary,Combined,5,5.0
2014,Semi-Final,Russia,Portugal,Combined,5,5.0
2014,Semi-Final,Russia,Latvia,Combined,4,4.0
2014,Semi-Final,Russia,Denmark,Combined,4,4.0
2014,Semi-Final,Russia,Montenegro,Jury,4,4.0
2014,Semi-Final,Russia,Iceland,Combined,2,2.0
2014,Semi-Final,Russia,Sweden,Combined,2,2.0
2014,Semi-Final,Russia,Estonia,Combined,1,1.0
2014,Semi-Final,Russia,Belgium,Combined,1,1.0
2014,Semi-Final,Azerbaijan,Russia,Combined,10,10.0
2014,Semi-Final,Azerbaijan,Albania,Jury,7,7.0
2014,Semi-Final,Azerbaijan,Montenegro,Jury,7,7.0
2014,Semi-Final,Azerbaijan,Moldova,Jury,6,6.0
2014,Semi-Final,Azerbaijan,San Marino,Jury,6,6.0
2014,Semi-Final,Azerbaijan,Ukraine,Combined,5,5.0
2014,Semi-Final,Azerbaijan,Netherlands,Combined,4,4.0
2014,Semi-Final,Azerbaijan,Estonia,Combined,4,4.0
2014,Semi-Final,Azerbaijan,Latvia,Combined,2,2.0
2014,Semi-Final,Azerbaijan,France,Combined,2,2.0
2014,Semi-Final,Azerbaijan,Portugal,Combined,2,2.0
2014,Semi-Final,Azerbaijan,Hungary,Combined,1,1.0
2014,Semi-Final,Azerbaijan,Iceland,Combined,1,1.0
2014,Semi-Final,Ukraine,Armenia,Combined,12,12.0
2014,Semi-Final,Ukraine,Azerbaijan,Combined,12,12.0
2014,Semi-Final,Ukraine,Estonia,Combined,10,10.0
2014,Semi-Final,Ukraine,Moldova,Jury,8,8.0
2014,Semi-Final,Ukraine,Montenegro,Jury,8,8.0
2014,Semi-Final,Ukraine,Denmark,Combined,7,7.0
2014,Semi-Final,Ukraine,Belgium,Combined,7,7.0
2014,Semi-Final,Ukraine,Portugal,Combined,7,7.0
2014,Semi-Final,Ukraine,Latvia,Combined,7,7.0
2014,Semi-Final,Ukraine,Russia,Combined,7,7.0
2014,Semi-Final,Ukraine,Iceland,Combined,7,7.0
2014,Semi-Final,Ukraine,Sweden,Combined,6,6.0
2014,Semi-Final,Ukraine,Netherlands,Combined,5,5.0
2014,Semi-Final,Ukraine,Spain,Combined,5,5.0
2014,Semi-Final,Ukraine,San Marino,Jury,4,4.0
2014,Semi-Final,Ukraine,Hungary,Combined,3,3.0
2014,Semi-Final,Ukraine,Albania,Jury,3,3.0
2014,Semi-Final,Belgium,Moldova,Jury,7,7.0
2014,Semi-Final,Belgium,Armenia,Combined,6,6.0
2014,Semi-Final,Belgium,Russia,Combined,4,4.0
2014,Semi-Final,Belgium,Azerbaijan,Combined,4,4.0
2014,Semi-Final,Belgium,Netherlands,Combined,3,3.0
2014,Semi-Final,Belgium,Montenegro,Jury,2,2.0
2014,Semi-Final,Belgium,San Marino,Jury,1,1.0
2014,Semi-Final,Belgium,France,Combined,1,1.0
2014,Semi-Final,Moldova,Montenegro,Jury,6,6.0
2014,Semi-Final,Moldova,Albania,Jury,4,4.0
2014,Semi-Final,Moldova,Ukraine,Combined,2,2.0
2014,Semi-Final,Moldova,Russia,Combined,1,1.0
2014,Semi-Final,San Marino,Albania,Jury,8,8.0
2014,Semi-Final,San Marino,Hungary,Combined,7,7.0
2014,Semi-Final,San Marino,Azerbaijan,Combined,6,6.0
2014,Semi-Final,San Marino,Iceland,Combined,4,4.0
2014,Semi-Final,San Marino,Ukraine,Combined,4,4.0
2014,Semi-Final,San Marino,Estonia,Combined,3,3.0
2014,Semi-Final,San Marino,Russia,Combined,3,3.0
2014,Semi-Final,San Marino,Armenia,Combined,2,2.0
2014,Semi-Final,San Marino,Spain,Combined,1,1.0
2014,Semi-Final,San Marino,Latvia,Combined,1,1.0
2014,Semi-Final,San Marino,Moldova,Jury,1,1.0
2014,Semi-Final,Portugal,Spain,Combined,8,8.0
2014,Semi-Final,Portugal,Belgium,Combined,6,6.0
2014,Semi-Final,Portugal,France,Combined,5,5.0
2014,Semi-Final,Portugal,Sweden,Combined,4,4.0
2014,Semi-Final,Portugal,Montenegro,Jury,3,3.0
2014,Semi-Final,Portugal,Denmark,Combined,3,3.0
2014,Semi-Final,Portugal,Moldova,Jury,3,3.0
2014,Semi-Final,Portugal,Armenia,Combined,3,3.0
2014,Semi-Final,Portugal,Netherlands,Combined,2,2.0
2014,Semi-Final,Portugal,Azerbaijan,Combined,1,1.0
2014,Semi-Final,Portugal,Albania,Jury,1,1.0
2014,Semi-Final,Netherlands,Sweden,Combined,12,12.0
2014,Semi-Final,Netherlands,Portugal,Combined,12,12.0
2014,Semi-Final,Netherlands,San Marino,Jury,12,12.0
2014,Semi-Final,Netherlands,Estonia,Combined,12,12.0
2014,Semi-Final,Netherlands,Hungary,Combined,12,12.0
2014,Semi-Final,Netherlands,Latvia,Combined,12,12.0
2014,Semi-Final,Netherlands,Iceland,Combined,12,12.0
2014,Semi-Final,Netherlands,Denmark,Combined,12,12.0
2014,Semi-Final,Netherlands,Armenia,Combined,10,10.0
2014,Semi-Final,Netherlands,France,Combined,10,10.0
2014,Semi-Final,Netherlands,Belgium,Combined,10,10.0
2014,Semi-Final,Netherlands,Ukraine,Combined,7,7.0
2014,Semi-Final,Netherlands,Spain,Combined,7,7.0
2014,Semi-Final,Netherlands,Azerbaijan,Combined,3,3.0
2014,Semi-Final,Netherlands,Russia,Combined,2,2.0
2014,Semi-Final,Netherlands,Albania,Jury,2,2.0
2014,Semi-Final,Netherlands,Moldova,Jury,2,2.0
2014,Semi-Final,Netherlands,Montenegro,Jury,1,1.0
2014,Semi-Final,Montenegro,Albania,Jury,12,12.0
2014,Semi-Final,Montenegro,Armenia,Combined,8,8.0
2014,Semi-Final,Montenegro,France,Combined,7,7.0
2014,Semi-Final,Montenegro,Netherlands,Combined,6,6.0
2014,Semi-Final,Montenegro,Portugal,Combined,6,6.0
2014,Semi-Final,Montenegro,Moldova,Jury,5,5.0
2014,Semi-Final,Montenegro,Russia,Combined,5,5.0
2014,Semi-Final,Montenegro,Spain,Combined,4,4.0
2014,Semi-Final,Montenegro,Hungary,Combined,4,4.0
2014,Semi-Final,Montenegro,Sweden,Combined,3,3.0
2014,Semi-Final,Montenegro,Azerbaijan,Combined,2,2.0
2014,Semi-Final,Montenegro,Ukraine,Combined,1,1.0
2014,Semi-Final,Hungary,Belgium,Combined,12,12.0
2014,Semi-Final,Hungary,Netherlands,Combined,10,10.0
2014,Semi-Final,Hungary,Sweden,Combined,10,10.0
2014,Semi-Final,Hungary,Portugal,Combined,10,10.0
2014,Semi-Final,Hungary,Spain,Combined,10,10.0
2014,Semi-Final,Hungary,Albania,Jury,10,10.0
2014,Semi-Final,Hungary,San Marino,Jury,8,8.0
2014,Semi-Final,Hungary,Estonia,Combined,8,8.0
2014,Semi-Final,Hungary,Russia,Combined,8,8.0
2014,Semi-Final,Hungary,Azerbaijan,Combined,8,8.0
2014,Semi-Final,Hungary,Iceland,Combined,8,8.0
2014,Semi-Final,Hungary,Ukraine,Combined,8,8.0
2014,Semi-Final,Hungary,Denmark,Combined,6,6.0
2014,Semi-Final,Hungary,Moldova,Jury,4,4.0
2014,Semi-Final,Hungary,Latvia,Combined,3,3.0
2014,Semi-Final,Hungary,France,Combined,3,3.0
2014,Semi-Final,Hungary,Armenia,Combined,1,1.0
2014,Semi-Final,Malta,North Macedonia,Jury,12,12.0
2014,Semi-Final,Malta,Georgia,Jury,8,8.0
2014,Semi-Final,Malta,United Kingdom,Combined,7,7.0
2014,Semi-Final,Malta,Italy,Combined,5,5.0
2014,Semi-Final,Malta,Switzerland,Combined,5,5.0
2014,Semi-Final,Malta,Finland,Combined,5,5.0
2014,Semi-Final,Malta,Poland,Combined,4,4.0
2014,Semi-Final,Malta,Belarus,Combined,4,4.0
2014,Semi-Final,Malta,Romania,Combined,3,3.0
2014,Semi-Final,Malta,Ireland,Combined,3,3.0
2014,Semi-Final,Malta,Germany,Combined,3,3.0
2014,Semi-Final,Malta,Norway,Combined,2,2.0
2014,Semi-Final,Malta,Austria,Combined,1,1.0
2014,Semi-Final,Malta,Lithuania,Combined,1,1.0
2014,Semi-Final,Israel,Greece,Combined,6,6.0
2014,Semi-Final,Israel,North Macedonia,Jury,5,5.0
2014,Semi-Final,Israel,Finland,Combined,3,3.0
2014,Semi-Final,Israel,Belarus,Combined,2,2.0
2014,Semi-Final,Israel,Germany,Combined,2,2.0
2014,Semi-Final,Israel,Romania,Combined,1,1.0
2014,Semi-Final,Norway,Finland,Combined,10,10.0
2014,Semi-Final,Norway,Lithuania,Combined,8,8.0
2014,Semi-Final,Norway,Ireland,Combined,8,8.0
2014,Semi-Final,Norway,Greece,Combined,7,7.0
2014,Semi-Final,Norway,Malta,Combined,7,7.0
2014,Semi-Final,Norway,Germany,Combined,7,7.0
2014,Semi-Final,Norway,Poland,Combined,6,6.0
2014,Semi-Final,Norway,Austria,Combined,5,5.0
2014,Semi-Final,Norway,Georgia,Jury,5,5.0
2014,Semi-Final,Norway,Slovenia,Combined,4,4.0
2014,Semi-Final,Norway,North Macedonia,Jury,4,4.0
2014,Semi-Final,Norway,Romania,Combined,4,4.0
2014,Semi-Final,Norway,Switzerland,Combined,2,2.0
2014,Semi-Final,Georgia,Lithuania,Combined,6,6.0
2014,Semi-Final,Georgia,Belarus,Combined,5,5.0
2014,Semi-Final,Georgia,Malta,Combined,2,2.0
2014,Semi-Final,Georgia,Germany,Combined,1,1.0
2014,Semi-Final,Georgia,Greece,Combined,1,1.0
2014,Semi-Final,Poland,Germany,Combined,12,12.0
2014,Semi-Final,Poland,Italy,Combined,10,10.0
2014,Semi-Final,Poland,Belarus,Combined,10,10.0
2014,Semi-Final,Poland,Norway,Combined,7,7.0
2014,Semi-Final,Poland,Slovenia,Combined,5,5.0
2014,Semi-Final,Poland,Lithuania,Combined,4,4.0
2014,Semi-Final,Poland,United Kingdom,Combined,4,4.0
2014,Semi-Final,Poland,Israel,Combined,4,4.0
2014,Semi-Final,Poland,Greece,Combined,3,3.0
2014,Semi-Final,Poland,North Macedonia,Jury,3,3.0
2014,Semi-Final,Poland,Switzerland,Combined,3,3.0
2014,Semi-Final,Poland,Ireland,Combined,2,2.0
2014,Semi-Final,Poland,Austria,Combined,2,2.0
2014,Semi-Final,Poland,Malta,Combined,1,1.0
2014,Semi-Final,Austria,Italy,Combined,12,12.0
2014,Semi-Final,Austria,Ireland,Combined,12,12.0
2014,Semi-Final,Austria,United Kingdom,Combined,12,12.0
2014,Semi-Final,Austria,Romania,Combined,12,12.0
2014,Semi-Final,Austria,Switzerland,Combined,12,12.0
2014,Semi-Final,Austria,Greece,Combined,12,12.0
2014,Semi-Final,Austria,Finland,Combined,12,12.0
2014,Semi-Final,Austria,Lithuania,Combined,10,10.0
2014,Semi-Final,Austria,Malta,Combined,10,10.0
2014,Semi-Final,Austria,Poland,Combined,10,10.0
2014,Semi-Final,Austria,Israel,Combined,10,10.0
2014,Semi-Final,Austria,Georgia,Jury,10,10.0
2014,Semi-Final,Austria,Slovenia,Combined,10,10.0
2014,Semi-Final,Austria,Norway,Combined,8,8.0
2014,Semi-Final,Austria,Belarus,Combined,7,7.0
2014,Semi-Final,Austria,North Macedonia,Jury,6,6.0
2014,Semi-Final,Austria,Germany,Combined,4,4.0
2014,Semi-Final,Lithuania,United Kingdom,Combined,10,10.0
2014,Semi-Final,Lithuania,Georgia,Jury,7,7.0
2014,Semi-Final,Lithuania,Belarus,Combined,6,6.0
2014,Semi-Final,Lithuania,Norway,Combined,5,5.0
2014,Semi-Final,Lithuania,Ireland,Combined,5,5.0
2014,Semi-Final,Lithuania,Poland,Combined,2,2.0
2014,Semi-Final,Lithuania,Italy,Combined,1,1.0
2014,Semi-Final,Finland,Norway,Combined,12,12.0
2014,Semi-Final,Finland,North Macedonia,Jury,10,10.0
2014,Semi-Final,Finland,Ireland,Combined,10,10.0
2014,Semi-Final,Finland,Italy,Combined,8,8.0
2014,Semi-Final,Finland,Poland,Combined,8,8.0
2014,Semi-Final,Finland,United Kingdom,Combined,8,8.0
2014,Semi-Final,Finland,Austria,Combined,8,8.0
2014,Semi-Final,Finland,Switzerland,Combined,8,8.0
2014,Semi-Final,Finland,Lithuania,Combined,5,5.0
2014,Semi-Final,Finland,Romania,Combined,5,5.0
2014,Semi-Final,Finland,Germany,Combined,5,5.0
2014,Semi-Final,Finland,Greece,Combined,4,4.0
2014,Semi-Final,Finland,Israel,Combined,3,3.0
2014,Semi-Final,Finland,Slovenia,Combined,2,2.0
2014,Semi-Final,Finland,Georgia,Jury,1,1.0
2014,Semi-Final,Ireland,North Macedonia,Jury,7,7.0
2014,Semi-Final,Ireland,United Kingdom,Combined,5,5.0
2014,Semi-Final,Ireland,Poland,Combined,5,5.0
2014,Semi-Final,Ireland,Austria,Combined,4,4.0
2014,Semi-Final,Ireland,Malta,Combined,4,4.0
2014,Semi-Final,Ireland,Norway,Combined,3,3.0
2014,Semi-Final,Ireland,Romania,Combined,2,2.0
2014,Semi-Final,Ireland,Greece,Combined,2,2.0
2014,Semi-Final,Ireland,Switzerland,Combined,1,1.0
2014,Semi-Final,Ireland,Israel,Combined,1,1.0
2014,Semi-Final,Ireland,Slovenia,Combined,1,1.0
2014,Semi-Final,Belarus,Georgia,Jury,12,12.0
2014,Semi-Final,Belarus,Lithuania,Combined,12,12.0
2014,Semi-Final,Belarus,Austria,Combined,10,10.0
2014,Semi-Final,Belarus,Romania,Combined,8,8.0
2014,Semi-Final,Belarus,Greece,Combined,8,8.0
2014,Semi-Final,Belarus,Poland,Combined,7,7.0
2014,Semi-Final,Belarus,Israel,Combined,7,7.0
2014,Semi-Final,Belarus,Finland,Combined,7,7.0
2014,Semi-Final,Belarus,Slovenia,Combined,6,6.0
2014,Semi-Final,Belarus,Malta,Combined,6,6.0
2014,Semi-Final,Belarus,North Macedonia,Jury,2,2.0
2014,Semi-Final,Belarus,Ireland,Combined,1,1.0
2014,Semi-Final,Belarus,Norway,Combined,1,1.0
2014,Semi-Final,North Macedonia,Slovenia,Combined,12,12.0
2014,Semi-Final,North Macedonia,Switzerland,Combined,10,10.0
2014,Semi-Final,North Macedonia,Malta,Combined,3,3.0
2014,Semi-Final,North Macedonia,Italy,Combined,2,2.0
2014,Semi-Final,North Macedonia,Israel,Combined,2,2.0
2014,Semi-Final,North Macedonia,Georgia,Jury,2,2.0
2014,Semi-Final,North Macedonia,Finland,Combined,1,1.0
2014,Semi-Final,North Macedonia,Belarus,Combined,1,1.0
2014,Semi-Final,Switzerland,Poland,Combined,12,12.0
2014,Semi-Final,Switzerland,Romania,Combined,10,10.0
2014,Semi-Final,Switzerland,Germany,Combined,10,10.0
2014,Semi-Final,Switzerland,Finland,Combined,8,8.0
2014,Semi-Final,Switzerland,Slovenia,Combined,8,8.0
2014,Semi-Final,Switzerland,Lithuania,Combined,7,7.0
2014,Semi-Final,Switzerland,Ireland,Combined,6,6.0
2014,Semi-Final,Switzerland,Austria,Combined,6,6.0
2014,Semi-Final,Switzerland,Malta,Combined,5,5.0
2014,Semi-Final,Switzerland,Israel,Combined,5,5.0
2014,Semi-Final,Switzerland,Greece,Combined,5,5.0
2014,Semi-Final,Switzerland,Italy,Combined,3,3.0
2014,Semi-Final,Switzerland,United Kingdom,Combined,3,3.0
2014,Semi-Final,Switzerland,Belarus,Combined,3,3.0
2014,Semi-Final,Switzerland,North Macedonia,Jury,1,1.0
2014,Semi-Final,Greece,Belarus,Combined,12,12.0
2014,Semi-Final,Greece,Malta,Combined,8,8.0
2014,Semi-Final,Greece,Romania,Combined,7,7.0
2014,Semi-Final,Greece,Germany,Combined,6,6.0
2014,Semi-Final,Greece,Israel,Combined,6,6.0
2014,Semi-Final,Greece,Norway,Combined,6,6.0
2014,Semi-Final,Greece,Italy,Combined,6,6.0
2014,Semi-Final,Greece,Switzerland,Combined,4,4.0
2014,Semi-Final,Greece,Finland,Combined,4,4.0
2014,Semi-Final,Greece,Ireland,Combined,4,4.0
2014,Semi-Final,Greece,Georgia,Jury,3,3.0
2014,Semi-Final,Greece,Austria,Combined,3,3.0
2014,Semi-Final,Greece,Slovenia,Combined,3,3.0
2014,Semi-Final,Greece,United Kingdom,Combined,1,1.0
2014,Semi-Final,Greece,Poland,Combined,1,1.0
2014,Semi-Final,Slovenia,Israel,Combined,8,8.0
2014,Semi-Final,Slovenia,Italy,Combined,7,7.0
2014,Semi-Final,Slovenia,Austria,Combined,7,7.0
2014,Semi-Final,Slovenia,Romania,Combined,6,6.0
2014,Semi-Final,Slovenia,Switzerland,Combined,6,6.0
2014,Semi-Final,Slovenia,Norway,Combined,4,4.0
2014,Semi-Final,Slovenia,Georgia,Jury,4,4.0
2014,Semi-Final,Slovenia,Lithuania,Combined,3,3.0
2014,Semi-Final,Slovenia,Poland,Combined,3,3.0
2014,Semi-Final,Slovenia,Finland,Combined,2,2.0
2014,Semi-Final,Slovenia,United Kingdom,Combined,2,2.0
2014,Semi-Final,Romania,Israel,Combined,12,12.0
2014,Semi-Final,Romania,Malta,Combined,12,12.0
2014,Semi-Final,Romania,Austria,Combined,12,12.0
2014,Semi-Final,Romania,Greece,Combined,10,10.0
2014,Semi-Final,Romania,Norway,Combined,10,10.0
2014,Semi-Final,Romania,North Macedonia,Jury,8,8.0
2014,Semi-Final,Romania,Germany,Combined,8,8.0
2014,Semi-Final,Romania,Belarus,Combined,8,8.0
2014,Semi-Final,Romania,Switzerland,Combined,7,7.0
2014,Semi-Final,Romania,Slovenia,Combined,7,7.0
2014,Semi-Final,Romania,Ireland,Combined,7,7.0
2014,Semi-Final,Romania,Georgia,Jury,6,6.0
2014,Semi-Final,Romania,Finland,Combined,6,6.0
2014,Semi-Final,Romania,United Kingdom,Combined,6,6.0
2014,Semi-Final,Romania,Italy,Combined,4,4.0
2014,Semi-Final,Romania,Lithuania,Combined,2,2.0
2014,Final,Ukraine,Italy,Combined,10,10.0
2014,Final,Ukraine,Azerbaijan,Combined,10,10.0
2014,Final,Ukraine,Moldova,Combined,10,10.0
2014,Final,Ukraine,Belarus,Combined,8,8.0
2014,Final,Ukraine,Estonia,Combined,8,8.0
2014,Final,Ukraine,Latvia,Combined,7,7.0
2014,Final,Ukraine,Russia,Combined,7,7.0
2014,Final,Ukraine,Montenegro,Combined,7,7.0
2014,Final,Ukraine,Spain,Combined,6,6.0
2014,Final,Ukraine,Georgia,Televoters,6,6.0
2014,Final,Ukraine,Lithuania,Combined,5,5.0
2014,Final,Ukraine,Poland,Combined,5,5.0
2014,Final,Ukraine,Austria,Combined,5,5.0
2014,Final,Ukraine,Israel,Combined,5,5.0
2014,Final,Ukraine,Greece,Combined,5,5.0
2014,Final,Ukraine,Belgium,Combined,4,4.0
2014,Final,Ukraine,Finland,Combined,2,2.0
