Year,Format,Country,Place,Nr_Winners,Order,Participant,Song,Points,Rank,Win,Qualified
1990,Final,Greece,Zagreb,1,2,Christos Callow and Wave,Horis Skopo,11,19,0,0
1990,Final,Belgium,Zagreb,1,3,Philippe Lafontaine,Macédomienne,46,12,0,0
1990,Final,Türkiye,Zagreb,1,4,Kayahan,Gözlerinin Hapsindeyim,21,17,0,0
1990,Final,Netherlands,Zagreb,1,5,Maywood,Ik Wil Alles Met Je Delen,25,15,0,0
1990,Final,Luxembourg,Zagreb,1,6,Céline Carzo,Quand Je Te Rêve,38,13,0,0
1990,Final,United Kingdom,Zagreb,1,7,Emma,Give A Little Love Back To The World,87,6,0,0
1990,Final,Iceland,Zagreb,1,8,Stjórnin,Eitt Lag Enn,124,4,0,0
1990,Final,Norway,Zagreb,1,9,Ketil Stokkan,Brandenburger Tor,8,21,0,0
1990,Final,Israel,Zagreb,1,10,Rita,Shara Barechovot,16,18,0,0
1990,Final,Denmark,Zagreb,1,11,Lonnie Devantier,Hallo Hallo,64,8,0,0
1990,Final,Switzerland,Zagreb,1,12,Egon Egemann,Musik Klingt In Die Welt Hinaus,51,11,0,0
1990,Final,Germany,Zagreb,1,13,Chris Kempers and Daniel Kovac,Frei Zu Leben,60,9,0,0
1990,Final,France,Zagreb,1,14,Joelle Ursull,White And Black Blues,132,2,0,0
1990,Final,Yugoslavia,Zagreb,1,15,Tajci,Hajde Da Ludujemo,81,7,0,0
1990,Final,Portugal,Zagreb,1,16,Nucha,Há Sempre Alguém,9,20,0,0
1990,Final,Ireland,Zagreb,1,17,Liam Reilly,Somewhere In Europe,132,2,0,0
1990,Final,Sweden,Zagreb,1,18,Edin-Ådahl,Som En Vind,24,16,0,0
1990,Final,Italy,Zagreb,1,19,Toto Cutugno,Insieme: 1992,149,1,1,0
1990,Final,Austria,Zagreb,1,20,Simone,Keine Mauern Mehr,58,10,0,0
1990,Final,Cyprus,Zagreb,1,21,Haris Anastasiou,Milas Poli,36,14,0,0
1990,Final,Finland,Zagreb,1,22,Beat,Fri?,8,21,0,0
1991,Final,Yugoslavia,Rome,1,1,Baby Doll,Brazil,1,21,0,0
1991,Final,Iceland,Rome,1,2,Stefán and Eyfi,Nina,26,15,0,0
1991,Final,Malta,Rome,1,3,Paul Giordimaina and Georgina,Could It Be,106,6,0,0
1991,Final,Greece,Rome,1,4,Sofia Vossou,I Anixi,36,13,0,0
1991,Final,Switzerland,Rome,1,5,Sandra Simò,Canzone Per Te,118,5,0,0
1991,Final,Austria,Rome,1,6,Thomas Forstner,Venedig Im Regen,0,22,0,0
1991,Final,Luxembourg,Rome,1,7,Sarah Bray,Un Baiser Volé,29,14,0,0
1991,Final,Sweden,Rome,1,8,Carola,Fångad Av En Stormvind,146,1,1,0
1991,Final,France,Rome,1,9,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,146,2,0,0
1991,Final,Türkiye,Rome,1,10,"Izel Çeliköz, Rayhan Soykarçi and Can Ugurluér",Iki Dakika,44,12,0,0
1991,Final,Ireland,Rome,1,11,Kim Jackson,Could It Be That I'm In Love,47,10,0,0
1991,Final,Portugal,Rome,1,12,Dulce,Lusitana Paixão,62,8,0,0
1991,Final,Denmark,Rome,1,13,Anders Frandsen,Lige Der Hvor Hjertet Slår,8,19,0,0
1991,Final,Norway,Rome,1,14,Just 4 Fun,Mrs. Thompson,14,17,0,0
1991,Final,Israel,Rome,1,15,Duo Datz,Kan,139,3,0,0
1991,Final,Finland,Rome,1,16,Kaija,Hullu Yö,6,20,0,0
1991,Final,Germany,Rome,1,17,Atlantis 2000,Dieser Traum Darf Niemals Sterben,10,18,0,0
1991,Final,Belgium,Rome,1,18,Clouseau,Geef Het Op,23,16,0,0
1991,Final,Spain,Rome,1,19,Sergio Dalma,Bailar Pegados,119,4,0,0
1991,Final,United Kingdom,Rome,1,20,Samantha Janus,A Message To Your Heart,47,10,0,0
1991,Final,Cyprus,Rome,1,21,Elena Patroclou,S.o.s.,60,9,0,0
1991,Final,Italy,Rome,1,22,Peppino di Capri,Comme E' Ddoce 'o Mare,89,7,0,0
1992,Final,Spain,Malmö,1,1,Serafin,Todo Esto Es La Música,37,14,0,0
1992,Final,Belgium,Malmö,1,2,Morgane,Nous On Veut Des Violons,11,20,0,0
1992,Final,Israel,Malmö,1,3,Dafna,Ze Rak Sport,85,6,0,0
1992,Final,Türkiye,Malmö,1,4,Aylin Vatankos,Yaz Bitti,17,19,0,0
1992,Final,Greece,Malmö,1,5,Cleopatra,Olou Tou Kosmou I Elpida,94,5,0,0
1992,Final,France,Malmö,1,6,Kali,Monté La Riviè,73,8,0,0
1992,Final,Sweden,Malmö,1,7,Christer Björkman,I Morgon är En Annan Dag,9,22,0,0
1992,Final,Portugal,Malmö,1,8,Diná,Amor D'água Fresca,26,17,0,0
1992,Final,Cyprus,Malmö,1,9,Evridiki,Teriazoume,57,11,0,0
1992,Final,Malta,Malmö,1,10,Mary Spiteri,Little Child,123,3,0,0
1992,Final,Iceland,Malmö,1,11,Heart 2 Heart,Nei Eða Já,80,7,0,0
1992,Final,Finland,Malmö,1,12,Pave,Yamma Yamma,4,23,0,0
1992,Final,Switzerland,Malmö,1,13,Daisy Auvray,Mister Music Man,32,15,0,0
1992,Final,Luxembourg,Malmö,1,14,Marion Welter and Kontinent,Sou Fräi,10,21,0,0
1992,Final,Austria,Malmö,1,15,Tony Wegas,Zusammen Geh'n,63,10,0,0
1992,Final,United Kingdom,Malmö,1,16,Michael Ball,One Step Out Of Time,139,2,0,0
1992,Final,Ireland,Malmö,1,17,Linda Martin,Why Me,155,1,1,0
1992,Final,Denmark,Malmö,1,18,Lotte Nilsson and Kenny Lübcke,Ålt Det Som Ingen Ser,47,12,0,0
1992,Final,Italy,Malmö,1,19,Mia Martini,Rapsodia,111,4,0,0
1992,Final,Yugoslavia,Malmö,1,20,Extra Nena,Ljubim Te Pesmama,44,13,0,0
1992,Final,Norway,Malmö,1,21,Merethe Trøan,Visjoner,23,18,0,0
1992,Final,Germany,Malmö,1,22,Wind,Träume Sind Für Alle Da,27,16,0,0
1992,Final,Netherlands,Malmö,1,23,Humphrey Campbell,Wijs Me De Weg,67,9,0,0
1993,Final,Italy,Millstreet,1,1,Enrico Ruggeri,Sole D'europa,45,12,0,0
1993,Final,Türkiye,Millstreet,1,2,"Burak Aydos, Öztürk Baybora & Serter",Esmer Yarim,10,21,0,0
1993,Final,Germany,Millstreet,1,3,Münchener Freiheit,Viel Zu Weit,18,18,0,0
1993,Final,Switzerland,Millstreet,1,4,Annie Cotton,"Moi, Tout Simplement",148,3,0,0
1993,Final,Denmark,Millstreet,1,5,Tommy Seebach Band,Under Stjernerne På Himlen,9,22,0,0
1993,Final,Greece,Millstreet,1,6,Kaiti Garbi,"Ellada, Hora Tou Fotos",64,9,0,0
1993,Final,Belgium,Millstreet,1,7,Barbara,Iemand Als Jij,3,25,0,0
1993,Final,Malta,Millstreet,1,8,William Mangion,This Time,69,8,0,0
1993,Final,Iceland,Millstreet,1,9,Inga,þá Veistu Svarið,42,13,0,0
1993,Final,Austria,Millstreet,1,10,Tony Wegas,Maria Magdalena,32,14,0,0
1993,Final,Portugal,Millstreet,1,11,Anabela,A Cidade Até Ser Dia,60,10,0,0
1993,Final,France,Millstreet,1,12,Patrick Fiori,Mama Corsica,121,4,0,0
1993,Final,Sweden,Millstreet,1,13,Arvingarna,Eloïse,89,7,0,0
1993,Final,Ireland,Millstreet,1,14,Niamh Kavanagh,In Your Eyes,187,1,1,0
1993,Final,Luxembourg,Millstreet,1,15,Modern Times,Donne-moi Une Chance,11,20,0,0
1993,Final,Slovenia,Millstreet,1,16,1X Band,Tih Dezeven Dan,9,22,0,0
1993,Final,Finland,Millstreet,1,17,Katri-Helena,Tule Luo,20,17,0,0
1993,Final,Bosnia & Herzegovina,Millstreet,1,18,Fazla,Sva Bol Svijeta,27,16,0,0
1993,Final,United Kingdom,Millstreet,1,19,Sonia,Better The Devil You Know,164,2,0,0
1993,Final,Netherlands,Millstreet,1,20,Ruth Jacott,Vrede,92,6,0,0
1993,Final,Croatia,Millstreet,1,21,Put,Don't Ever Cry,31,15,0,0
1993,Final,Spain,Millstreet,1,22,Eva Santamaria,Hombres,58,11,0,0
1993,Final,Cyprus,Millstreet,1,23,Kyriakos Zymboulakis and Demos Van Beke,Mi Stamatas,17,19,0,0
1993,Final,Israel,Millstreet,1,24,Lakahat Shiru,Shiru,4,24,0,0
1993,Final,Norway,Millstreet,1,25,Silje Vige,Alle Mine Tankar,120,5,0,0
1994,Final,Sweden,Dublin,1,1,Marie Bergman and Roger Pontare,Stjärnorna,48,13,0,0
1994,Final,Finland,Dublin,1,2,CatCat,Bye Bye Baby,11,22,0,0
1994,Final,Ireland,Dublin,1,3,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,226,1,1,0
1994,Final,Cyprus,Dublin,1,4,Evridiki,Ime Anthropos Ke Ego,51,11,0,0
1994,Final,Iceland,Dublin,1,5,Sigga,Nætur,49,12,0,0
1994,Final,United Kingdom,Dublin,1,6,Frances Ruffelle,We Will Be Free (lonely Symphony),63,10,0,0
1994,Final,Croatia,Dublin,1,7,Tony Cetinski,Nek'ti Bude Ljubav Sva,27,16,0,0
1994,Final,Portugal,Dublin,1,8,Sara Tavares,Chamar A Música,73,8,0,0
1994,Final,Switzerland,Dublin,1,9,Duilio,Sto Pregando,15,19,0,0
1994,Final,Estonia,Dublin,1,10,Silvi Vrait,Nagu Merelaine,2,24,0,0
1994,Final,Romania,Dublin,1,11,Dan Bittman,Dincolo De Nori,14,21,0,0
1994,Final,Malta,Dublin,1,12,Moira Stafrace and Christopher Scicluna,More Than Love,97,5,0,0
1994,Final,Netherlands,Dublin,1,13,Willeke Alberti,Waar Is De Zon,4,23,0,0
1994,Final,Germany,Dublin,1,14,MeKaDo,Wir Geben 'ne Party,128,3,0,0
1994,Final,Slovakia,Dublin,1,15,Martin Durinda and Tublatanka,Nekovecná Piesen,15,19,0,0
1994,Final,Lithuania,Dublin,1,16,Ovidijus Vyšniauskas,Lopšinė Mylimai,0,25,0,0
1994,Final,Norway,Dublin,1,17,Elisabeth Andreasson and Jan Werner Danielsen,Duett,76,6,0,0
1994,Final,Bosnia & Herzegovina,Dublin,1,18,Alma and Dejan,Ostani Kraj Mene,39,15,0,0
1994,Final,Greece,Dublin,1,19,Costas Bigalis and the Sea Lovers,To Trehantiri (diri Diri),44,14,0,0
1994,Final,Austria,Dublin,1,20,Petra Frey,Für Den Frieden Der Welt,19,17,0,0
1994,Final,Spain,Dublin,1,21,Alejandro Abad,Ella No Es Ella,17,18,0,0
1994,Final,Hungary,Dublin,1,22,Friderika Bayer,Kinek Mondjam El Vétkeimet,122,4,0,0
1994,Final,Russia,Dublin,1,23,Youddiph,Vechni Stranik,70,9,0,0
1994,Final,Poland,Dublin,1,24,Edyta Górniak,To Nie Ja!,166,2,0,0
1994,Final,France,Dublin,1,25,Nina Morato,Je Suis Un Vrai Garçon,74,7,0,0
1995,Final,Poland,Dublin,1,1,Justyna,Sama,15,18,0,0
1995,Final,Ireland,Dublin,1,2,Eddie Friel,Dreamin',44,14,0,0
1995,Final,Germany,Dublin,1,3,Stone and Stone,Verliebt In Dich,1,23,0,0
1995,Final,Bosnia & Herzegovina,Dublin,1,4,Davor Popovic,Dvadeset I Prvi Vijek,14,19,0,0
1995,Final,Norway,Dublin,1,5,Secret Garden,Nocturne,148,1,1,0
1995,Final,Russia,Dublin,1,6,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,17,17,0,0
1995,Final,Iceland,Dublin,1,7,Bó Halldórsson,Núna,31,15,0,0
1995,Final,Austria,Dublin,1,8,Stella Jones,Die Welt Dreht Sich Verkehrt,67,13,0,0
1995,Final,Spain,Dublin,1,9,Anabel Conde,Vuelve Conmigo,119,2,0,0
1995,Final,Türkiye,Dublin,1,10,Arzu Ece,Sev!,21,16,0,0
1995,Final,Croatia,Dublin,1,11,Magazin and Lidija,Nostalgija,91,6,0,0
1995,Final,France,Dublin,1,12,Nathalie Santamaria,Il Me Donne Rendez-vous,94,4,0,0
1995,Final,Hungary,Dublin,1,13,Czaba Szigeti,Ùj Nèv Egy Règi Hàz Fàlan,3,22,0,0
1995,Final,Belgium,Dublin,1,14,Frédéric Etherlinck,La Voix Est Libre,8,20,0,0
1995,Final,United Kingdom,Dublin,1,15,Love City Groove,Love City Groove,76,10,0,0
1995,Final,Portugal,Dublin,1,16,Tó Cruz,Baunilha E Chocolate,5,21,0,0
1995,Final,Cyprus,Dublin,1,17,Alexandros Panayi,Sti Fotia,79,9,0,0
1995,Final,Sweden,Dublin,1,18,Jan Johansen,Se På Mej,100,3,0,0
1995,Final,Denmark,Dublin,1,19,Aud Wilken,Fra Mols Til Skagen,92,5,0,0
1995,Final,Slovenia,Dublin,1,20,Darja Svajger,Prisluhni Mi,84,7,0,0
1995,Final,Israel,Dublin,1,21,Liora,Amen,81,8,0,0
1995,Final,Malta,Dublin,1,22,Mike Spiteri,Keep Me In Mind,76,10,0,0
1995,Final,Greece,Dublin,1,23,Elina Constantopoulou,Pia Prossefchi,68,12,0,0
1996,Final,Türkiye,Oslo,1,1,Şebnem Paker,Besinçi Mevsim,57,12,0,0
1996,Final,United Kingdom,Oslo,1,2,Gina G,Ooh...Aah...Just A Little Bit,77,8,0,0
1996,Final,Spain,Oslo,1,3,Antonio Carbonell,"¡Ay, Qué Deseo!",17,20,0,0
1996,Final,Portugal,Oslo,1,4,Lúcia Moniz,O Meu Coração Não Tem Cor,92,6,0,0
1996,Final,Cyprus,Oslo,1,5,Constantinos,Móno Gia Más,72,9,0,0
1996,Final,Malta,Oslo,1,6,Miriam Christine,In A Woman's Heart,68,10,0,0
1996,Final,Croatia,Oslo,1,7,Maja Blagdan,Sveta Ljubav,98,4,0,0
1996,Final,Austria,Oslo,1,8,George Nußbaumer,Weil's Dr Guat Got,68,10,0,0
1996,Final,Switzerland,Oslo,1,9,Cathy Leander,Mon Coeur L'aime,22,16,0,0
1996,Final,Greece,Oslo,1,10,Marianna Efstratiou,Emis Forame To Himona Anixiatika,36,14,0,0
1996,Final,Estonia,Oslo,1,11,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,94,5,0,0
1996,Final,Norway,Oslo,1,12,Elisabeth Andreasson,I Evighet,114,2,0,0
1996,Final,France,Oslo,1,13,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,18,19,0,0
1996,Final,Slovenia,Oslo,1,14,Regina,Dan najlepših sanj,16,21,0,0
1996,Final,Netherlands,Oslo,1,15,Maxine and Franklin Brown,De Eerste Keer,78,7,0,0
1996,Final,Belgium,Oslo,1,16,Lisa del Bo,Liefde Is Een Kaartspel,22,16,0,0
1996,Final,Ireland,Oslo,1,17,Eimear Quinn,The Voice,162,1,1,0
1996,Final,Finland,Oslo,1,18,Jasmine,Niin Kaunis On Taivas,9,23,0,0
1996,Final,Iceland,Oslo,1,19,Anna Mjöll,Sjúbídú,51,13,0,0
1996,Final,Poland,Oslo,1,20,Kasia Kowalska,Chce Znac Swój Grzech,31,15,0,0
1996,Final,Bosnia & Herzegovina,Oslo,1,21,Amila Glamocak,Za Nau Ljubav,13,22,0,0
1996,Final,Slovakia,Oslo,1,22,Marcel Palonder,Kým Nás Má,19,18,0,0
1996,Final,Sweden,Oslo,1,23,One More Time,Den Vilda,100,3,0,0
1997,Final,Cyprus,Dublin,1,1,Chara and Andreas Konstantinou,Mana Mou,98,5,0,0
1997,Final,Türkiye,Dublin,1,2,Sebnem Paker and Group Etnic,Dinle,121,3,0,0
1997,Final,Norway,Dublin,1,3,Tor Endresen,San Francisco,0,24,0,0
1997,Final,Austria,Dublin,1,4,Bettina Soriat,One Step,12,21,0,0
1997,Final,Ireland,Dublin,1,5,Marc Roberts,Mysterious Woman,157,2,0,0
1997,Final,Slovenia,Dublin,1,6,Tanja Ribic,Zbudi Se,60,10,0,0
1997,Final,Switzerland,Dublin,1,7,Barbara Berta,Dentro Di Me,5,22,0,0
1997,Final,Netherlands,Dublin,1,8,Mrs. Einstein,Niemand Heeft Nog Tijd,5,22,0,0
1997,Final,Italy,Dublin,1,9,Jalisse,Fiumi Di Parole,114,4,0,0
1997,Final,Spain,Dublin,1,10,Marcos Llunas,Sin Rencor,96,6,0,0
1997,Final,Germany,Dublin,1,11,Bianca Shomburg,Zeit,22,18,0,0
1997,Final,Poland,Dublin,1,12,Anna Maria Jopek,Ale Jestem,54,11,0,0
1997,Final,Estonia,Dublin,1,13,Maarja-Liis Ilus,Keelatud Maa,82,8,0,0
1997,Final,Bosnia & Herzegovina,Dublin,1,14,Alma Cardzic,Goodbye,22,18,0,0
1997,Final,Portugal,Dublin,1,15,Célia Lawson,Antes Do Adeus,0,24,0,0
1997,Final,Sweden,Dublin,1,16,Blond,Bara Hon älskar Mig,36,14,0,0
1997,Final,Greece,Dublin,1,17,Marianna Zorba,Horepse,39,12,0,0
1997,Final,Malta,Dublin,1,18,Debbie Scerri,Let Me Fly,66,9,0,0
1997,Final,Hungary,Dublin,1,19,VIP,"Miert Kell, Hogy Elmenj?",39,12,0,0
1997,Final,Russia,Dublin,1,20,Alla Pugachova,Primadonna,33,15,0,0
1997,Final,Denmark,Dublin,1,21,Kølig Kaj,Stemmen I Mit Liv,25,16,0,0
1997,Final,France,Dublin,1,22,Fanny,Sentiments Songes,95,7,0,0
1997,Final,Croatia,Dublin,1,23,ENI,Probudi Me,24,17,0,0
1997,Final,United Kingdom,Dublin,1,24,Katrina and The Waves,Love Shine A Light,227,1,1,0
1997,Final,Iceland,Dublin,1,25,Paul Oscar,Minn Hinsti Dans,18,20,0,0
1998,Final,Croatia,Birmingham,1,1,Danijela,Neka Mi Ne Svane,131,5,0,0
1998,Final,Greece,Birmingham,1,2,Dionysia and Thalassa group,Mia Krifi Evaisthissia,12,20,0,0
1998,Final,France,Birmingham,1,3,Marie-Line,Où Aller,3,24,0,0
1998,Final,Spain,Birmingham,1,4,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,21,16,0,0
1998,Final,Switzerland,Birmingham,1,5,Gunvor,Lass Ihn,0,25,0,0
1998,Final,Slovakia,Birmingham,1,6,Katarína Hasprová,Modlitba,8,21,0,0
1998,Final,Poland,Birmingham,1,7,Sixteen,To Takie Proste,19,17,0,0
1998,Final,Israel,Birmingham,1,8,Dana International,Diva,172,1,1,0
1998,Final,Germany,Birmingham,1,9,Guildo Horn,Guildo Hat Euch Lieb,86,7,0,0
1998,Final,Malta,Birmingham,1,10,Chiara,The One That I Love,165,3,0,0
1998,Final,Hungary,Birmingham,1,11,Charlie,A Holnap Már Ném Lesz Szomorú,4,23,0,0
1998,Final,Slovenia,Birmingham,1,12,Vili Resnik,Naj Bogovi Sliijo,17,18,0,0
1998,Final,Ireland,Birmingham,1,13,Dawn,Is Always Over Now?,64,9,0,0
1998,Final,Portugal,Birmingham,1,14,Alma Lusa,Se Eu Te Pudesse Abraçar,36,12,0,0
1998,Final,Romania,Birmingham,1,15,Malina Olinescu,Eu Cred,6,22,0,0
1998,Final,United Kingdom,Birmingham,1,16,Imaani,Where Are You?,166,2,0,0
1998,Final,Cyprus,Birmingham,1,17,Michael Hajiyanni,Genesis,37,11,0,0
1998,Final,Netherlands,Birmingham,1,18,Edsilia Rombley,Hemel En Aarde,150,4,0,0
1998,Final,Sweden,Birmingham,1,19,Jill Johnson,Kärleken är,53,10,0,0
1998,Final,Belgium,Birmingham,1,20,Mélanie Cohl,Dis Oui,122,6,0,0
1998,Final,Finland,Birmingham,1,21,Edea,Aava,22,15,0,0
1998,Final,Norway,Birmingham,1,22,Lars A. Fredriksen,Alltid Sommer,79,8,0,0
1998,Final,Estonia,Birmingham,1,23,Koit Toome,Mere Lapsed,36,12,0,0
1998,Final,Türkiye,Birmingham,1,24,Tüzmen,Unutamazsin,25,14,0,0
1998,Final,North Macedonia,Birmingham,1,25,Vlado Janevski,"Ne Zori, Zoro",16,19,0,0
1999,Final,Lithuania,Jerusalem,1,1,Aiste Smilgeviciute,Strazdas,13,20,0,0
1999,Final,Belgium,Jerusalem,1,2,Vanessa Chinitor,Like The Wind,38,12,0,0
1999,Final,Spain,Jerusalem,1,3,Lydia,No Quiero Escuchar,1,23,0,0
1999,Final,Croatia,Jerusalem,1,4,Doris Dragovic,Marija Magdalena,118,4,0,0
1999,Final,United Kingdom,Jerusalem,1,5,Precious,Say It Again,38,12,0,0
1999,Final,Slovenia,Jerusalem,1,6,Darja Svajger,For A Thousand Years,50,11,0,0
1999,Final,Türkiye,Jerusalem,1,7,Tuba Önal & Grup Mystik,Dön Artik,21,16,0,0
1999,Final,Norway,Jerusalem,1,8,Stig André Van Eijk,Living My Life Without You,35,14,0,0
1999,Final,Denmark,Jerusalem,1,9,Trine Jepsen & Michael Teschl,This Time (i Mean It),71,8,0,0
1999,Final,France,Jerusalem,1,10,Nayah,Je Veux Donner Ma Voix,14,19,0,0
1999,Final,Netherlands,Jerusalem,1,11,Marlayne,One Good Reason,71,8,0,0
1999,Final,Poland,Jerusalem,1,12,Mietek (Mieczyslaw) Szczesniak,Przytul Mnie Mocno,17,18,0,0
1999,Final,Iceland,Jerusalem,1,13,Selma Björnsdóttir,All Out Of Luck,146,2,0,0
1999,Final,Cyprus,Jerusalem,1,14,Marlain Angelidou,Tha'nai Erotas,2,22,0,0
1999,Final,Sweden,Jerusalem,1,15,Charlotte Nilsson,Take Me To Your Heaven,163,1,1,0
1999,Final,Portugal,Jerusalem,1,16,Rui Bandeira,Como Tudo Começou,12,21,0,0
1999,Final,Ireland,Jerusalem,1,17,The Mullan's,When You Need Me,18,17,0,0
1999,Final,Austria,Jerusalem,1,18,Bobbie Singer,Reflection,65,10,0,0
1999,Final,Israel,Jerusalem,1,19,Eden,Yom Huledeth,93,5,0,0
1999,Final,Malta,Jerusalem,1,20,Times 3,Believe 'n Peace,32,15,0,0
1999,Final,Germany,Jerusalem,1,21,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,140,3,0,0
1999,Final,Bosnia & Herzegovina,Jerusalem,1,22,Dino and Beatrice,Putnici,86,7,0,0
1999,Final,Estonia,Jerusalem,1,23,Evelin Samuel and Camille,Diamond Of Night,90,6,0,0
2000,Final,Israel,Stockholm,1,1,Ping Pong,Sa'me'akh,7,22,0,0
2000,Final,Netherlands,Stockholm,1,2,Linda Wagenmakers,No Goodbyes,40,13,0,0
2000,Final,United Kingdom,Stockholm,1,3,Nicki French,Don't Play That Song Again,28,16,0,0
2000,Final,Estonia,Stockholm,1,4,Ines,Once In A Lifetime,98,4,0,0
2000,Final,France,Stockholm,1,5,Sofia Mestari,On Aura Le Ciel,5,23,0,0
2000,Final,Romania,Stockholm,1,6,Taxi,The Moon,25,17,0,0
2000,Final,Malta,Stockholm,1,7,Claudette Pace,Desire,73,8,0,0
2000,Final,Norway,Stockholm,1,8,Charmed,My Heart Goes Boom,57,11,0,0
2000,Final,Russia,Stockholm,1,9,Alsou,Solo,155,2,0,0
2000,Final,Belgium,Stockholm,1,10,Nathalie Sorce,Envie De Vivre,2,24,0,0
2000,Final,Cyprus,Stockholm,1,11,Voice,Nomiza,8,21,0,0
2000,Final,Iceland,Stockholm,1,12,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,45,12,0,0
2000,Final,Spain,Stockholm,1,13,Serafín Zubiri,Colgado De Un Sueño,18,18,0,0
2000,Final,Denmark,Stockholm,1,14,Olsen brothers,Fly On The Wings Of Love,195,1,1,0
2000,Final,Germany,Stockholm,1,15,Stefan Raab,Wadde Hadde Dudde Da,96,5,0,0
2000,Final,Switzerland,Stockholm,1,16,Jane Bogaert,La Vita Cos'è?,14,20,0,0
2000,Final,Croatia,Stockholm,1,17,Goran Karan,Kada Zaspu Andeli,70,9,0,0
2000,Final,Sweden,Stockholm,1,18,Roger Pontare,When Spirits Are Calling My Name,88,7,0,0
2000,Final,North Macedonia,Stockholm,1,19,XXL,100\% Te Ljubam,29,15,0,0
2000,Final,Finland,Stockholm,1,20,Nina Åström,A Little Bit,18,18,0,0
2000,Final,Latvia,Stockholm,1,21,BrainStorm,My Star,136,3,0,0
2000,Final,Türkiye,Stockholm,1,22,Pinar Ayhan & S.O.S. band,Yorgunum Anla,59,10,0,0
2000,Final,Ireland,Stockholm,1,23,Eamonn Toal,Millennium Of Love,92,6,0,0
2000,Final,Austria,Stockholm,1,24,The rounder girls,All To You,34,14,0,0
2001,Final,Netherlands,Copenhagen,1,1,Michelle,Out On My Own,16,18,0,0
2001,Final,Iceland,Copenhagen,1,2,TwoTricky,Angel,3,22,0,0
2001,Final,Bosnia & Herzegovina,Copenhagen,1,3,Nino,Hano,29,14,0,0
2001,Final,Norway,Copenhagen,1,4,Haldor Lægreid,On My Own,3,22,0,0
2001,Final,Israel,Copenhagen,1,5,Tal Sondak,Ein Davar,25,16,0,0
2001,Final,Russia,Copenhagen,1,6,Mumiy troll,Lady Alpine Blue,37,12,0,0
2001,Final,Sweden,Copenhagen,1,7,Friends,Listen To Your Heartbeat,100,5,0,0
2001,Final,Lithuania,Copenhagen,1,8,Skamp,You Got Style,35,13,0,0
2001,Final,Latvia,Copenhagen,1,9,Arnis Mednis,Too Much,16,18,0,0
2001,Final,Croatia,Copenhagen,1,10,Vanna,Strings Of My Heart,42,10,0,0
2001,Final,Portugal,Copenhagen,1,11,MTM,Só Sei Ser Feliz Assim,18,17,0,0
2001,Final,Ireland,Copenhagen,1,12,Gary O'Shaughnessy,Without Your Love,6,21,0,0
2001,Final,Spain,Copenhagen,1,13,David Civera,Dile Que La Quiero,76,6,0,0
2001,Final,France,Copenhagen,1,14,Natasha St-Pier,Je N'ai Que Mon âme,142,4,0,0
2001,Final,Türkiye,Copenhagen,1,15,Sedat Yüce,Sevgiliye Son,41,11,0,0
2001,Final,United Kingdom,Copenhagen,1,16,Lindsay D.,No Dream Impossible,28,15,0,0
2001,Final,Slovenia,Copenhagen,1,17,Nuša Derenda,Energy,70,7,0,0
2001,Final,Poland,Copenhagen,1,18,Piasek,2 Long,11,20,0,0
2001,Final,Germany,Copenhagen,1,19,Michelle,Wer Liebe Lebt,66,8,0,0
2001,Final,Estonia,Copenhagen,1,20,"Tanel Padar, Dave Benton & 2XL",Everybody,198,1,1,0
2001,Final,Malta,Copenhagen,1,21,Fabrizio Faniello,Another Summer Night,48,9,0,0
2001,Final,Greece,Copenhagen,1,22,Antique,Die For You,147,3,0,0
2001,Final,Denmark,Copenhagen,1,23,Rollo & King,Never Ever Let You Go,177,2,0,0
2002,Final,Cyprus,Tallinn,1,1,One,Gimme,85,6,0,0
2002,Final,United Kingdom,Tallinn,1,2,Jessica Garlick,Come Back,111,3,0,0
2002,Final,Austria,Tallinn,1,3,Manuel Ortega,Say A Word,26,18,0,0
2002,Final,Greece,Tallinn,1,4,Michalis Rakintzis,S.A.G.A.P.O.,27,17,0,0
2002,Final,Spain,Tallinn,1,5,Rosa,Europe's Living A Celebration,81,7,0,0
2002,Final,Croatia,Tallinn,1,6,Vesna Pisarovic,Everything I Want,44,11,0,0
2002,Final,Russia,Tallinn,1,7,Prime minister,Northern Girl,55,10,0,0
2002,Final,Estonia,Tallinn,1,8,Sahléne,Runaway,111,3,0,0
2002,Final,North Macedonia,Tallinn,1,9,Karolina,Od Nas Zavisi,25,19,0,0
2002,Final,Israel,Tallinn,1,10,Sarit Hadad,Light A Candle,37,12,0,0
2002,Final,Switzerland,Tallinn,1,11,Francine Jordi,Dans Le Jardin De Mon Âme,15,22,0,0
2002,Final,Sweden,Tallinn,1,12,Afro-dite,Never Let It Go,72,8,0,0
2002,Final,Finland,Tallinn,1,13,Laura,Addicted To You,24,20,0,0
